"id    Класс участия   Регион                 Площадка, этап 1                                    Задача 1   Задача 2   Задача 3   Задача 4   Задача 5   Сумма   Статус"
"11588   11   Тульская               МБОУ ""ЦО №38""                                                          7.00   7.00   7.00   -      1.00   22   Победитель"
"12257   11   Москва                 АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                  7.00   7.00   7.00   0.00   1.00   22   Победитель"
"13273   11   Кемеровская область - Кузбасс"
"ГБНОУ ""ГМЛИ""                                                           7.00   3.00   7.00   0.00   5.00   22   Победитель"
"14495   11   Хабаровский            КГАНОУ КЦО                                                             7.00   1.00   7.00   7.00   -      22   Победитель"
"15848   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   7.00   -      1.00   22   Победитель"
"17224   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                                        7.00   2.00   7.00   0.00   6.00   22   Победитель"
"20869   11   Новосибирская          НГУ                                                                    7.00   7.00   7.00   -      1.00   22   Победитель"
"20961   11   Московская             МАОУ Лицей 14 им. Ю.А.Гагарина ГОЩ                                     7.00   3.00   7.00   0.00   5.00   22   Победитель"
"21491   11   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                                  7.00   7.00   7.00   0.00   1.00   22   Победитель"
"28633   11   Тюменская              ГАОУ ТО ""ФМШ""                                                          7.00   7.00   7.00   -      1.00   22   Победитель"
"28711   11   Санкт-Петербург        МАОУ Лицей № 23                                                        7.00   7.00   7.00   -      1.00   22   Победитель"
"29099   11   Тульская               МБОУ ""ЦО №38""                                                          7.00   7.00   7.00   -      1.00   22   Победитель"
"266    11   Санкт-Петербург        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   -      7.00   -      21   Победитель"
"1040   11   Мордовия               ГБОУ РМ «Республиканский лицей»                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"1655   11   Новосибирская          НГУ                                                                    7.00   7.00   7.00   -      -      21   Победитель"
"2186   11   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   -      -      7.00   21   Победитель"
"2192   11   Москва                 МБОУСОШ6                                                               7.00   7.00   7.00   0.00   0.00   21   Победитель"
"2195   11   Москва                 МБОУСОШ6                                                               7.00   7.00   7.00   0.00   0.00   21   Победитель"
"2197   11   Москва                 МБОУСОШ6                                                               7.00   7.00   7.00   0.00   0.00   21   Победитель"
"2386   11   Московская             МБОУСОШ6                                                               7.00   7.00   7.00   0.00   0.00   21   Победитель"
"2599   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   -      7.00   6.00   1.00   7.00   21   Победитель"
"3051   11   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                                  7.00   7.00   3.00   1.00   3.00   21   Победитель"
"3436   11   Мордовия               ГБОУ РМ «Республиканский лицей»                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"4226   11   Московская             МБОУСОШ6                                                               7.00   7.00   7.00   0.00   0.00   21   Победитель"
"4382   11   Московская             МБОУСОШ6                                                               7.00   7.00   7.00   0.00   0.00   21   Победитель"
"4580   11   Мордовия               ГБОУ РМ «Республиканский лицей»                                        7.00   7.00   0.00   7.00   0.00   21   Победитель"
"4965   11   Пермский               МАОУ Политехническая гимназия                                          7.00   7.00   -      7.00   -      21   Победитель"
"5049   11   Москва                 МБОУСОШ6                                                               7.00   5.00   7.00   0.00   2.00   21   Победитель"
"5108   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   -      7.00   -      7.00   21   Победитель"
"5578   11   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        7.00   7.00   7.00   0.00   -      21   Победитель"
"6287   11   Тульская               МБОУ ""ЦО №38""                                                          7.00   7.00   7.00   -      -      21   Победитель"
"6540   11   Тульская               МБОУ ""ЦО №38""                                                          7.00   7.00   7.00   -      -      21   Победитель"
"6608   11   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        7.00   7.00   7.00   -      0.00   21   Победитель"
"7685   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   6.00   -      7.00   1.00   21   Победитель"
"8286   11   Башкортостан           ФГБОУ ВО ""КГЭУ""                                                        7.00   6.00   7.00   0.00   1.00   21   Победитель"
"8466   11   Хакасия                ГБОУ РХ ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""   7.00   7.00   7.00   0.00   0.00   21   Победитель"
"11983   11   Забайкальский          Многопрофильный лицей ФГБОУ ВО ""ЗабГУ""                                 7.00   7.00   7.00   0.00   0.00   21   Победитель"
"13590   11   Рязанская              МБОУ ""ЦО №38""                                                          7.00   7.00   7.00   -      -      21   Победитель"
"13657   11   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                                        7.00   7.00   7.00   -      0.00   21   Победитель"
"14151   11   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   7.00   -      -      21   Победитель"
"14197   11   Вологодская            МАОУ ""СОШ № 10""                                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"14442   11   Башкортостан           ФГБОУ ВО ""КГЭУ""                                                        7.00   7.00   1.00   6.00   0.00   21   Победитель"
""
""
""
"Страница 56"
"14693   11   Тыва              ГЛРТ                                                                   7.00   7.00   7.00   -      -      21   Победитель"
"14927   11   Свердловская      МАОУ Политехническая гимназия                                          7.00   7.00   7.00   -      -      21   Победитель"
"15064   11   Калининградская   МАОУ Гимназия №1                                                       7.00   7.00   7.00   0.00   0.00   21   Победитель"
"15412   11   Владимирская      МБОУ ""СОШ №2""                                                          7.00   7.00   0.00   7.00   -      21   Победитель"
"15883   11   Вологодская       БОУ ВО ""ВМЛ""                                                           7.00   7.00   7.00   -      -      21   Победитель"
"16125   11   Новосибирская     НГУ                                                                    7.00   7.00   7.00   -      -      21   Победитель"
"18013   11   Тюменская         ГАОУ ТО ""ФМШ""                                                          7.00   7.00   -      7.00   -      21   Победитель"
"20681   11   Калининградская   МАОУ Лицей № 23                                                        7.00   7.00   2.00   4.00   1.00   21   Победитель"
"21743   11   Бурятия           ФГБОУ ВО ""БГУ""                                                         7.00   7.00   0.00   7.00   0.00   21   Победитель"
"21971   11   Санкт-Петербург   МАОУ ""СОШ № 10""                                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"22139   11   Курганская        АНО ""ЦДМО""                                                             7.00   5.00   7.00   0.00   2.00   21   Победитель"
"22672   11   Вологодская       МАОУ ""СОШ № 10""                                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"23010   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   7.00   -      -      21   Победитель"
"26119   11   Санкт-Петербург   МАОУ Гимназия №1                                                       7.00   5.00   7.00   0.00   2.00   21   Победитель"
"27249   11   Хакасия           ГБОУ РХ ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова""   7.00   0.00   7.00   0.00   7.00   21   Победитель"
"28462   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   -      -      7.00   21   Победитель"
"29092   11   Санкт-Петербург   МАОУ ""СОШ № 10""                                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"29096   11   Санкт-Петербург   МАОУ ""СОШ № 10""                                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"29277   11   Санкт-Петербург   МАОУ ""СОШ № 10""                                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"29389   11   Вологодская       МАОУ ""СОШ № 10""                                                        7.00   7.00   7.00   0.00   0.00   21   Победитель"
"2016   11   Московская        МБОУСОШ6                                                               7.00   6.00   7.00   0.00   0.00   20   Призёр"
"2226   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   3.00   7.00   1.00   2.00   20   Призёр"
"8503   11   Москва            МАОУ Лицей 14 им. Ю.А.Гагарина ГОЩ                                     0.00   6.00   7.00   7.00   0.00   20   Призёр"
"18356   11   Челябинская       МагГТУ                                                                 7.00   6.00   7.00   -      -      20   Призёр"
"27072   11   Новосибирская     НГУ                                                                    7.00   5.00   7.00   -      1.00   20   Призёр"
"2154   11   Новосибирская     НГУ                                                                    7.00   5.00   7.00   -      -      19   Призёр"
"3719   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   3.00   -      2.00   19   Призёр"
"4878   11   Московская        МБОУСОШ6                                                               7.00   5.00   7.00   0.00   0.00   19   Призёр"
"5939   11   Тверская          МБОУ «Лицей №5 г. Ельца»                                               6.00   6.00   7.00   0.00   0.00   19   Призёр"
"7111   11   Москва            МБОУСОШ6                                                               7.00   5.00   7.00   0.00   0.00   19   Призёр"
"7661   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   5.00   -      -      7.00   19   Призёр"
"11375   11   Новосибирская     НГУ                                                                    7.00   2.00   7.00   -      3.00   19   Призёр"
"11719   11   Свердловская      МАОУ Политехническая гимназия                                          7.00   5.00   7.00   -      -      19   Призёр"
"13268   11   Москва            АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                  7.00   2.00   7.00   0.00   3.00   19   Призёр"
"21569   11   Новосибирская     НГУ                                                                    7.00   5.00   7.00   -      -      19   Призёр"
"21906   11   Татарстан         ФГБОУ ВО ""КГЭУ""                                                        7.00   1.00   7.00   3.00   1.00   19   Призёр"
"2729   11   Москва            ГАУДПО ЛО ""ИРО""                                                        7.00   1.00   3.00   -      7.00   18   Призёр"
"5261   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   7.00   -      -      4.00   18   Призёр"
"5550   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   1.00   6.00   -      4.00   18   Призёр"
"6560   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   3.00   7.00   1.00   -      18   Призёр"
"7468   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   4.00   7.00   -      -      18   Призёр"
"7517   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   3.00   7.00   -      1.00   18   Призёр"
"7567   11   Курская           ГАНОУ ВО ""Региональный центр ""Орион""                                   7.00   2.00   5.00   3.00   1.00   18   Призёр"
"7591   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   4.00   -      -      7.00   18   Призёр"
"8022   11   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                                        7.00   7.00   4.00   -      0.00   18   Призёр"
"8447   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                                   7.00   4.00   7.00   -      -      18   Призёр"
""
""
""
"Страница 57"
" 8465   11   Московская             МАОУ Лицей 14 им. Ю.А.Гагарина ГОЩ                    7.00   3.00   7.00   0.00   1.00   18   Призёр"
"9813   11   Московская             МАОУ Лицей 14 им. Ю.А.Гагарина ГОЩ                    7.00   4.00   6.00   0.00   1.00   18   Призёр"
"10481   11   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   7.00   3.00   -      1.00   18   Призёр"
"12149   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                       7.00   1.00   3.00   0.00   7.00   18   Призёр"
"15565   11   Нижегородская          МБОУ Лицей № 15                                       7.00   0.00   6.00   3.00   2.00   18   Призёр"
"16789   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                       7.00   7.00   3.00   1.00   0.00   18   Призёр"
"22044   11   Нижегородская          МБОУ Лицей № 15                                       7.00   2.00   6.00   3.00   0.00   18   Призёр"
"23056   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   3.00   7.00   1.00   -      18   Призёр"
"2106   11   Московская             МАОУ Лицей 14 им. Ю.А.Гагарина ГОЩ                    7.00   3.00   7.00   0.00   0.00   17   Призёр"
"2115   11   Новосибирская          НГУ                                                   7.00   7.00   3.00   -      -      17   Призёр"
"2773   11   Краснодарский          МУ ДО «Малая академия»                                7.00   3.00   7.00   0.00   0.00   17   Призёр"
"3153   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                  3.00   7.00   7.00   -      -      17   Призёр"
"3202   11   Краснодарский          МУ ДО «Малая академия»                                7.00   3.00   7.00   0.00   0.00   17   Призёр"
"3529   11   Московская             МБОУСОШ6                                              7.00   7.00   3.00   0.00   0.00   17   Призёр"
"3918   11   Воронежская            ГАНОУ ВО ""Региональный центр ""Орион""                  5.00   5.00   6.00   0.00   1.00   17   Призёр"
"5282   11   Москва                 МБОУ ""ЦО №38""                                         7.00   -      3.00   -      7.00   17   Призёр"
"5345   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   2.00   7.00   -      1.00   17   Призёр"
"5459   11   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   1.00   -      2.00   7.00   17   Призёр"
"5607   11   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                       7.00   7.00   3.00   0.00   0.00   17   Призёр"
"5666   11   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                       7.00   7.00   3.00   -      0.00   17   Призёр"
"7254   11   Санкт-Петербург        ФГБОУ ВО ""КГЭУ""                                       7.00   7.00   1.00   1.00   1.00   17   Призёр"
"7636   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   2.00   -      7.00   1.00   17   Призёр"
"7854   11   Новосибирская          НГУ                                                   7.00   -      7.00   -      3.00   17   Призёр"
"10373   11   Новосибирская          НГУ                                                   7.00   7.00   3.00   -      -      17   Призёр"
"13174   11   Новосибирская          НГУ                                                   -      7.00   7.00   -      3.00   17   Призёр"
"15510   11   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   3.00   7.00   -      -      17   Призёр"
"15692   11   Тамбовская             ГАУДПО ЛО ""ИРО""                                       7.00   2.00   7.00   -      1.00   17   Призёр"
"17114   11   Бурятия                ФГБОУ ВО ""БГУ""                                        7.00   2.00   7.00   0.00   1.00   17   Призёр"
"18376   11   Новосибирская          НГУ                                                   7.00   1.00   7.00   -      2.00   17   Призёр"
"18534   11   Алтайский              АНО ДО ""Центр довузовской подготовки""                 7.00   1.00   7.00   1.00   1.00   17   Призёр"
"20009   11   Тамбовская             ГАУДПО ЛО ""ИРО""                                       7.00   1.00   -      7.00   2.00   17   Призёр"
"21877   11   Саратовская            СГУ                                                   7.00   1.00   7.00   0.00   2.00   17   Призёр"
"22379   11   Вологодская            МАОУ ""СОШ № 10""                                       7.00   0.00   3.00   7.00   0.00   17   Призёр"
"334    11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   -      7.00   2.00   -      16   Призёр"
"2190   11   Московская             МБОУСОШ6                                              7.00   2.00   7.00   0.00   0.00   16   Призёр"
"3526   11   Чувашская Республика   МБОУ ""Лицей №2"" г. Чебоксары                          7.00   1.00   7.00   -      1.00   16   Призёр"
"3660   11   Москва                 МБОУСОШ6                                              7.00   0.00   7.00   0.00   2.00   16   Призёр"
"4084   11   Саха /Якутия/          ГБНОУ РС(Я) РЛИ                                       7.00   2.00   7.00   0.00   0.00   16   Призёр"
"4982   11   Новосибирская          НГУ                                                   7.00   2.00   -      7.00   -      16   Призёр"
"5922   11   Иркутская              Лицей № 36 ОАО ""РЖД""                                  7.00   1.00   7.00   -      1.00   16   Призёр"
"6530   11   Пензенская             Губернский лицей                                      7.00   1.00   7.00   -      1.00   16   Призёр"
"7150   11   Иркутская              Лицей № 36 ОАО ""РЖД""                                  7.00   1.00   7.00   -      1.00   16   Призёр"
"8701   11   Санкт-Петербург        АНОО ""Физтех-лицей"" им. П. Л. Капицы                  7.00   2.00   -      7.00   -      16   Призёр"
"9764   11   Санкт-Петербург        ФГБОУ ВО ""КГЭУ""                                       7.00   1.00   1.00   7.00   0.00   16   Призёр"
"10279   11   Мордовия               ГБОУ РМ «Республиканский лицей»                       7.00   0.00   0.00   7.00   2.00   16   Призёр"
"10691   11   Санкт-Петербург        МБОУСОШ6                                              7.00   2.00   7.00   0.00   0.00   16   Призёр"
""
""
""
"Страница 58"
"10718   11   Саратовская            СГУ                                                                  7.00      2.00   7.00   0.00   0.00   16   Призёр"
"12822   11   Москва                 МБОУСОШ6                                                             7.00      1.00   7.00   0.00   1.00   16   Призёр"
"13158   11   Воронежская            ГАУДПО ЛО ""ИРО""                                                      7.00      2.00   7.00   -      -      16   Призёр"
"13893   11   Новосибирская          НГУ                                                                  7.00      2.00   7.00   -      -      16   Призёр"
"15143   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                                      7.00      6.00   1.00   0.00   2.00   16   Призёр"
"16172   11   Новосибирская          НГУ                                                                  7.00      2.00   7.00   -      -      16   Призёр"
"16512   11   Чувашская Республика МБОУ ""Лицей №2"" г. Чебоксары                                           7.00      1.00   -      -      8.00   16   Призёр"
"18333   11   Забайкальский          Многопрофильный лицей ФГБОУ ВО ""ЗабГУ""                               6.00      2.00   6.00   0.00   2.00   16   Призёр"
"19978   11   Новосибирская          НГУ                                                                  7.00      2.00   7.00   -      -      16   Призёр"
"21823   11   Хабаровский            КГАНОУ КЦО                                                           7.00      2.00   7.00   -      -      16   Призёр"
"22181   11   Хакасия                ГБОУ РХ ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова"" 0.00      2.00   7.00   0.00   7.00   16   Призёр"
"22341   11   Новосибирская          НГУ                                                                  7.00      2.00   -      -      7.00   16   Призёр"
"22895   11   Новосибирская          НГУ                                                                  7.00      2.00   7.00   -      -      16   Призёр"
"23164   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      -      7.00   -      2.00   16   Призёр"
"28527   11   Новосибирская          НГУ                                                                  7.00      2.00   7.00   -      -      16   Призёр"
"28773   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                                      7.00      2.00   7.00   0.00   0.00   16   Призёр"
"1848   11   Краснодарский          МУ ДО «Малая академия»                                               0.00      2.00   0.00   0.00   0.00   15   Призёр"
"3107   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      1.00   7.00   -      -      15   Призёр"
"3357   11   Чувашская Республика МБОУ ""Лицей №2"" г. Чебоксары                                           7.00      1.00   7.00   -      -      15   Призёр"
"3932   11   Москва                 Губернский лицей                                                     7.00      1.00   7.00   -      -      15   Призёр"
"4394   11   Кемеровская область - Кузбасс"
"ГБНОУ ""ГМЛИ""                                                         7.00      3.00   0.00   5.00   0.00   15   Призёр"
"4396   11   Алтайский              АлтГУ                                                                7.00      7.00   0.00   0.00   1.00   15   Призёр"
"4707   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      -      -      7.00   1.00   15   Призёр"
"4851   11   Мордовия               ГБОУ РМ «Республиканский лицей»                                      0.00      7.00   7.00   0.00   1.00   15   Призёр"
"6989   11   Московская             АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      -      -      7.00   1.00   15   Призёр"
"7166   11   Санкт-Петербург        ФГБОУ ВО ""КГЭУ""                                                      7.00      1.00   7.00   0.00   0.00   15   Призёр"
"7420   11   Пензенская             Губернский лицей                                                     7.00      -      1.00   7.00   -      15   Призёр"
"7656   11   Москва                 СГУ                                                                  7.00      1.00   7.00   0.00   0.00   15   Призёр"
"7955   11   Новосибирская          НГУ                                                                  7.00      5.00   3.00   -      -      15   Призёр"
"7982   11   Тюменская              ГАОУ ТО ""ФМШ""                                                        7.00      0.00   7.00   0.00   1.00   15   Призёр"
"8230   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      7.00   -      -      1.00   15   Призёр"
"8716   11   Свердловская           МАОУ Политехническая гимназия                                        7.00      1.00   -      7.00   -      15   Призёр"
"9547   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                                      7.00      1.00   7.00   0.00   0.00   15   Призёр"
"9935   11   Чувашская Республика МБОУ ""Лицей №2"" г. Чебоксары                                           7.00      1.00   7.00   -      -      15   Призёр"
"10052   11   Забайкальский          ГОУ ""ЗабКЛИ""                                                         7.00      4.00   2.00   -      2.00   15   Призёр"
"13603   11   Липецкая               МБОУ «Лицей №5 г. Ельца»                                             7.00      0.00   7.00   0.00   1.00   15   Призёр"
"15082   11   Красноярский           МАОУ Гимназия № 10 имени А.Е. Бочкина                                7.00      1.00   7.00   0.00   0.00   15   Призёр"
"16717   11   Челябинская            МагГТУ                                                               7.00      -      7.00   -      1.00   15   Призёр"
"17042   11   Москва                 АНОО ""Физмат-лицей имени академика В.Г. Кадышевского""                7.00      7.00   0.00   1.00   0.00   15   Призёр"
"17226   11   Забайкальский          Многопрофильный лицей ФГБОУ ВО ""ЗабГУ""                               0.00      7.00   7.00   0.00   1.00   15   Призёр"
"17233   11   Ямало-Ненецкий         МБОУ СОШ №8                                                          7.00      1.00   7.00   -      -      15   Призёр"
"18014   11   Пензенская             Муниципальное бюджетное общеобразовательное учреждение Гимназия №44 г.7.00"
"Пензы   7.00   0.00   1.00   0.00   15   Призёр"
"21317   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 -         4.00   7.00   -      4.00   15   Призёр"
"22116   11   Кемеровская область - Кузбасс"
"МБОУ Лицей № 20                                                      7.00      1.00   -      7.00   -      15   Призёр"
"23242   11   Санкт-Петербург        МАОУ Лицей № 23                                                      7.00      1.00   7.00   -      -      15   Призёр"
"23422   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                                      7.00      7.00   1.00   0.00   0.00   15   Призёр"
""
""
""
"Страница 59"
"24389   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   -      -      7.00   1.00    15   Призёр"
"29286   11   Алтайский         АлтГУ                                                     7.00   2.00   6.00   0.00   0.00    15   Призёр"
"567    11   Татарстан         ФГБОУ ВО ""КГЭУ""                                           7.00   1.00   6.00   0.00   0.00    14   Призёр"
"1936   11   Краснодарский     АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   -      -      -      7.00    14   Призёр"
"2056   11   Москва            МБОУСОШ6                                                  6.00   5.00   3.00   0.00   0.00    14   Призёр"
"2093   11   Московская        МАОУ Лицей 14 им. Ю.А.Гагарина ГОЩ                        0.00   1.00   3.00   0.00   10.00   14   Призёр"
"2214   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   -      7.00   -      -       14   Призёр"
"2785   11   Московская        МБОУСОШ6                                                  7.00   0.00   7.00   0.00   0.00    14   Призёр"
"3005   11   Вологодская       МАОУ ""СОШ № 10""                                           7.00   0.00   7.00   0.00   0.00    14   Призёр"
"3553   11   Иркутская         МБОУ ""Лицей №2""                                           7.00   7.00   -      -      -       14   Призёр"
"3957   11   Челябинская       МагГТУ                                                    -      1.00   7.00   -      6.00    14   Призёр"
"4121   11   Москва            МБОУСОШ6                                                  7.00   7.00   0.00   0.00   0.00    14   Призёр"
"4269   11   Москва            МБОУСОШ6                                                  7.00   7.00   0.00   0.00   0.00    14   Призёр"
"4378   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   3.00   -      -      4.00    14   Призёр"
"4481   11   Калужская         МБОУ ""ЦО №38""                                             7.00   7.00   -      -      -       14   Призёр"
"4630   11   Москва            МБОУСОШ6                                                  7.00   7.00   0.00   0.00   0.00    14   Призёр"
"4864   11   Москва            МБОУСОШ6                                                  7.00   7.00   0.00   0.00   0.00    14   Призёр"
"5249   11   Санкт-Петербург   МАОУ Лицей № 23                                           7.00   -      -      7.00   -       14   Призёр"
"5611   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   -      -      7.00   -       14   Призёр"
"5657   11   Краснодарский     МБУ ДО ЦТРиГО г.Сочи                                      -      7.00   7.00   -      -       14   Призёр"
"5844   11   Вологодская       МАОУ ""СОШ № 10""                                           7.00   7.00   0.00   0.00   0.00    14   Призёр"
"6029   11   Новосибирская     НГУ                                                       7.00   -      7.00   -      -       14   Призёр"
"6737   11   Алтайский         АлтГУ                                                     7.00   7.00   0.00   0.00   0.00    14   Призёр"
"7036   11   Санкт-Петербург   АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   -      -      7.00   -       14   Призёр"
"7140   11   Калининградская   МАОУ Гимназия №1                                          7.00   0.00   0.00   0.00   7.00    14   Призёр"
"7212   11   Новосибирская     НГУ                                                       7.00   7.00   -      -      -       14   Призёр"
"7412   11   Московская        АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   7.00   -      -      -       14   Призёр"
"8424   11   Мордовия          ГБОУ РМ «Республиканский лицей»                           7.00   0.00   7.00   0.00   0.00    14   Призёр"
"8611   11   Москва            МБОУ ""СОШ №2""                                             7.00   -      7.00   -      0.00    14   Призёр"
"8728   11   Сахалинская       ГБУ РЦОКОСО Отдел выявления и поддержки одаренных детей   7.00   7.00   -      -      -       14   Призёр"
"9203   11   Санкт-Петербург   МАОУ Лицей № 23                                           7.00   7.00   -      -      -       14   Призёр"
"9278   11   Московская        МБОУСОШ6                                                  7.00   7.00   0.00   0.00   0.00    14   Призёр"
"9401   11   Забайкальский     ГОУ ""ЗабКЛИ""                                              7.00   -      6.00   -      1.00    14   Призёр"
"9532   11   Владимирская      МБОУ ""СОШ №2""                                             7.00   7.00   0.00   -      0.00    14   Призёр"
"9860   11   Курская           МБОУ ""ЦО №38""                                             7.00   7.00   -      -      -       14   Призёр"
"11044   11   Вологодская       БОУ ВО ""ВМЛ""                                              7.00   -      7.00   -      -       14   Призёр"
"11063   11   Санкт-Петербург   МАОУ ""СОШ № 10""                                           7.00   7.00   0.00   0.00   0.00    14   Призёр"
"11587   11   Саха /Якутия/     ГБНОУ РС(Я) РЛИ                                           7.00   -      7.00   -      -       14   Призёр"
"11616   11   Москва            АНОО ""Физтех-лицей"" им. П. Л. Капицы                      7.00   7.00   -      -      -       14   Призёр"
"12002   11   Новосибирская     НГУ                                                       7.00   2.00   1.00   -      4.00    14   Призёр"
"12525   11   Калужская         МБОУ ""ЦО №38""                                             7.00   7.00   -      -      -       14   Призёр"
"12780   11   Тюменская         ГАОУ ТО ""ФМШ""                                             7.00   0.00   7.00   -      -       14   Призёр"
"13324   11   Новосибирская     НГУ                                                       7.00   7.00   -      -      -       14   Призёр"
"14541   11   Москва            МБОУСОШ6                                                  7.00   0.00   7.00   0.00   0.00    14   Призёр"
"15338   11   Новосибирская     МБОУ ""Лицей № 200""                                        7.00   -      7.00   -      -       14   Призёр"
"17410   11   Алтайский         АлтГУ                                                     5.00   2.00   7.00   0.00   0.00    14   Призёр"
""
""
""
"Страница 60"
"17522   11   Татарстан              ФГБОУ ВО ""КГЭУ""                                                      7.00      2.00   1.00   2.00   2.00   14   Призёр"
"18310   11   Москва                 МБОУ ""ЦО №38""                                                        7.00      7.00   -      -      -      14   Призёр"
"20836   11   Челябинская            МагГТУ                                                               7.00      4.00   3.00   -      -      14   Призёр"
"21462   11   Хакасия                ГБОУ РХ ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова"" 7.00      0.00   7.00   0.00   0.00   14   Призёр"
"21945   11   Санкт-Петербург        МАОУ ""СОШ № 10""                                                      7.00      7.00   0.00   0.00   0.00   14   Призёр"
"22215   11   Новосибирская          НГУ                                                                  7.00      7.00   -      -      -      14   Призёр"
"22435   11   Москва                 МБОУ ""СОШ №2""                                                        7.00      0.00   0.00   7.00   0.00   14   Призёр"
"24847   11   Алтайский              филиал АлтГУ в г. Бийске                                             7.00      0.00   7.00   0.00   0.00   14   Призёр"
"27035   11   Москва                 АНОО ""Физтех-лицей"" им. П. Л. Капицы                                 7.00      -      7.00   -      -      14   Призёр"
"29109   11   Хакасия                ГБОУ РХ ""Хакасская национальная гимназия-интернат им. Н.Ф. Катанова"" 7.00      0.00   7.00   0.00   0.00   14   Призёр"
